releasedate,price,duration_in_minutes,rating_stars_out_of_5,total_rating
2016-12-01,668.0,540,0.0,0
2016-12-01,836.0,711,0.0,0
2013-06-11,602.0,545,0.0,0
2016-10-11,501.0,229,0.0,0
2016-12-02,233.0,157,5.0,1
2011-12-12,836.0,803,0.0,0
2016-09-13,836.0,632,0.0,0
2012-09-10,601.0,389,0.0,0
2012-01-20,351.0,168,0.0,0
2015-12-16,668.0,470,5.0,1
2016-08-03,668.0,406,0.0,0
2016-09-28,668.0,390,0.0,0
2011-02-21,836.0,604,0.0,0
2016-10-26,668.0,370,4.0,1
2013-08-19,166.0,213,0.0,0
2015-01-08,668.0,462,0.0,0
2014-07-01,668.0,426,0.0,0
2016-10-06,668.0,443,0.0,0
2015-12-16,668.0,483,0.0,0
2013-02-27,668.0,544,0.0,0
2014-07-16,668.0,517,0.0,0
2016-12-01,668.0,426,5.0,1
2016-10-14,668.0,399,0.0,0
2013-06-11,903.0,1044,0.0,0
2013-09-24,501.0,286,0.0,0
2016-10-03,668.0,439,0.0,0
2014-05-23,668.0,376,0.0,0
2015-01-07,836.0,607,0.0,0
2013-10-25,836.0,692,0.0,0
2014-09-30,668.0,365,0.0,0
2013-03-22,668.0,342,0.0,0
2014-06-09,836.0,802,0.0,0
2013-04-26,668.0,545,0.0,0
2016-10-05,668.0,344,0.0,0
2016-07-18,891.0,631,0.0,0
2013-02-06,401.0,365,0.0,0
2014-11-10,233.0,129,0.0,0
2014-11-18,668.0,410,0.0,0
2013-06-11,836.0,883,0.0,0
2011-06-27,601.0,523,0.0,0
2013-04-26,668.0,341,0.0,0
2016-11-29,1172.0,365,0.0,0
2013-12-09,668.0,500,0.0,0
2015-08-26,668.0,475,0.0,0
2013-11-26,501.0,293,0.0,0
2013-01-16,836.0,760,0.0,0
2012-11-19,601.0,563,0.0,0
2016-08-03,868.0,1065,0.0,0
2010-06-08,444.0,454,0.0,0
2013-04-26,668.0,381,0.0,0
2015-01-07,836.0,610,0.0,0
2014-11-07,836.0,790,0.0,0
2012-10-08,501.0,257,0.0,0
2012-11-26,352.0,612,0.0,0
2018-06-26,938.0,499,0.0,0
2012-10-22,836.0,605,5.0,1
2016-10-06,668.0,450,0.0,0
2010-11-10,166.0,180,0.0,0
2014-11-26,836.0,871,4.0,1
2015-10-20,668.0,587,0.0,0
2014-12-10,668.0,459,0.0,0
2013-10-08,668.0,446,0.0,0
2015-03-17,836.0,777,0.0,0
2013-04-01,120.0,163,0.0,0
2012-11-16,602.0,384,0.0,0
2013-06-11,903.0,942,0.0,0
2015-12-16,668.0,417,0.0,0
2013-07-16,668.0,406,0.0,0
2013-03-07,469.0,355,0.0,0
2014-06-13,836.0,777,0.0,0
2011-12-22,836.0,650,5.0,1
2014-04-08,836.0,749,0.0,0
2016-08-03,668.0,400,0.0,0
2013-10-08,668.0,435,0.0,0
2007-06-11,65.0,22,0.0,0
2015-05-26,668.0,527,0.0,0
2009-12-16,873.0,970,0.0,0
2008-06-20,534.0,625,0.0,0
2015-02-25,836.0,694,0.0,0
2013-11-05,836.0,657,0.0,0
2018-03-15,497.0,464,0.0,0
2018-05-25,233.0,138,0.0,0
2010-05-24,843.0,654,0.0,0
2016-12-02,233.0,39,5.0,1
2016-11-10,1328.0,561,0.0,0
2016-09-27,668.0,434,0.0,0
2012-10-12,469.0,485,0.0,0
2012-06-11,469.0,468,0.0,0
2016-10-04,836.0,623,0.0,0
2013-10-22,668.0,504,0.0,0
2012-02-15,305.0,1225,0.0,0
2013-10-22,668.0,564,0.0,0
2014-10-09,645.0,619,0.0,0
2016-04-08,668.0,565,5.0,1
2018-05-24,569.0,461,0.0,0
2016-11-22,668.0,441,5.0,1
2018-05-22,668.0,598,0.0,0
2012-07-02,166.0,297,0.0,0
2015-07-23,300.0,739,0.0,0
2013-01-21,501.0,234,0.0,0
2016-04-05,668.0,435,0.0,0
2015-01-29,668.0,563,0.0,0
2018-03-15,755.0,561,0.0,0
2012-05-01,469.0,618,0.0,0
2016-02-24,668.0,493,0.0,0
2015-09-15,668.0,345,5.0,1
2014-04-08,836.0,659,0.0,0
2014-07-16,1170.0,1253,0.0,0
2015-12-15,836.0,645,0.0,0
2015-12-15,836.0,600,5.0,1
2014-08-19,668.0,537,0.0,0
2018-05-01,836.0,811,0.0,0
2015-12-15,668.0,533,0.0,0
2016-08-16,305.0,18,0.0,0
2018-04-24,668.0,364,0.0,0
2018-04-30,586.0,360,0.0,0
2018-05-01,820.0,408,0.0,0
2012-01-20,351.0,162,0.0,0
2015-03-18,468.0,708,0.0,0
2010-02-18,401.0,418,0.0,0
2018-04-17,702.0,379,0.0,0
2016-02-09,773.0,356,0.0,0
2015-04-10,401.0,412,0.0,0
2012-08-06,694.0,853,0.0,0
2014-02-01,334.0,140,0.0,0
2018-04-17,502.0,198,0.0,0
2016-08-25,468.0,214,0.0,0
2018-04-03,586.0,493,0.0,0
2014-03-27,468.0,497,0.0,0
2017-12-31,703.0,2026,0.0,0
2016-02-26,233.0,236,0.0,0
2013-10-01,469.0,762,0.0,0
2016-01-21,596.0,446,4.0,1
2013-08-19,351.0,257,0.0,0
2014-12-09,586.0,627,0.0,0
2011-11-17,351.0,335,0.0,0
2015-12-27,938.0,636,0.0,0
2015-05-07,759.0,849,0.0,0
2018-06-12,820.0,410,4.0,1
2009-07-14,266.0,56,0.0,0
2012-03-09,351.0,49,0.0,0
2018-03-20,703.0,431,0.0,0
2012-03-09,351.0,242,0.0,0
2018-03-13,586.0,476,0.0,0
2011-11-10,351.0,326,0.0,0
2012-08-02,748.0,600,0.0,0
2008-09-24,303.0,596,0.0,0
2012-05-15,323.0,764,0.0,0
2012-03-19,166.0,145,0.0,0
2006-05-25,1507.0,1373,0.0,0
2018-04-17,836.0,822,0.0,0
2011-03-15,1005.0,574,0.0,0
2013-01-11,469.0,362,0.0,0
2002-02-22,820.0,579,0.0,0
2012-06-13,469.0,314,0.0,0
2000-08-16,651.0,359,0.0,0
2013-01-02,469.0,543,0.0,0
2013-08-01,330.0,282,3.0,1
2011-06-10,752.0,704,0.0,0
1999-12-16,421.0,171,0.0,0
2008-09-11,670.0,520,5.0,1
2012-11-20,469.0,784,0.0,0
2010-05-11,1005.0,874,0.0,0
2006-05-03,879.0,425,0.0,0
2018-03-20,668.0,457,0.0,0
2018-03-06,689.0,419,0.0,0
2000-12-31,539.0,225,0.0,0
2018-03-08,569.0,248,0.0,0
2013-01-11,469.0,331,0.0,0
2003-09-12,902.0,615,0.0,0
2001-07-30,651.0,420,0.0,0
2016-09-06,1005.0,843,0.0,0
2018-03-20,569.0,409,0.0,0
2018-02-01,668.0,726,0.0,0
2012-09-21,469.0,460,0.0,0
2012-07-20,469.0,443,0.0,0
2014-04-08,668.0,594,0.0,0
1999-12-16,367.0,183,0.0,0
2006-05-05,627.0,256,0.0,0
2016-11-15,668.0,571,3.0,1
2016-09-27,501.0,261,0.0,0
2013-05-13,601.0,525,0.0,0
2016-11-09,668.0,507,0.0,0
2016-04-19,820.0,657,0.0,0
2013-10-08,668.0,436,0.0,0
2015-08-28,668.0,468,0.0,0
2017-11-28,668.0,525,5.0,1
2013-12-10,836.0,768,0.0,0
2013-09-24,668.0,496,0.0,0
2015-09-08,668.0,417,0.0,0
2017-12-19,569.0,474,0.0,0
2017-12-01,820.0,582,0.0,0
2017-09-20,891.0,531,0.0,0
2017-06-06,1131.0,747,0.0,0
2014-09-24,691.0,586,0.0,0
2017-03-07,820.0,617,0.0,0
2016-12-15,820.0,540,0.0,0
2016-12-09,668.0,530,0.0,0
2015-02-13,468.0,12,0.0,0
2015-03-05,468.0,130,0.0,0
2015-06-09,938.0,517,1.0,1
2017-01-30,501.0,230,0.0,0
2014-03-26,836.0,616,0.0,0
2017-01-30,501.0,202,0.0,0
2017-01-19,501.0,261,0.0,0
2016-05-23,668.0,458,5.0,1
2014-01-07,668.0,556,0.0,0
2014-01-07,668.0,531,0.0,0
2013-10-29,836.0,611,0.0,0
2000-06-16,450.0,175,0.0,0
2015-02-26,668.0,493,0.0,0
2015-01-07,668.0,581,5.0,1
2016-10-11,500.0,676,0.0,0
2015-01-30,668.0,551,0.0,0
2017-01-31,668.0,531,0.0,0
2015-08-19,668.0,461,0.0,0
2014-01-07,668.0,493,0.0,0
2016-12-08,468.0,582,0.0,0
2017-01-31,1256.0,924,0.0,0
2017-01-30,233.0,128,2.0,1
2016-08-03,668.0,439,0.0,0
2015-10-27,500.0,647,0.0,0
2013-12-10,942.0,674,0.0,0
2019-10-14,401.0,433,0.0,0
2019-08-01,608.0,548,0.0,0
2019-11-20,820.0,542,0.0,0
2019-05-08,1055.0,783,0.0,0
2020-03-17,703.0,570,0.0,0
2019-12-19,586.0,482,0.0,0
2019-04-30,586.0,323,0.0,0
2019-03-12,586.0,531,0.0,0
2019-03-19,703.0,743,0.0,0
2019-02-12,586.0,496,0.0,0
2019-04-02,586.0,470,0.0,0
2018-11-20,703.0,651,0.0,0
2020-09-08,1340.0,1026,0.0,0
2019-10-24,516.0,341,0.0,0
2020-05-15,586.0,658,0.0,0
2020-09-05,469.0,260,0.0,0
2020-06-10,586.0,508,0.0,0
2020-06-16,586.0,509,0.0,0
2020-06-30,703.0,722,0.0,0
2020-09-29,1172.0,511,0.0,0
2020-02-13,468.0,422,0.0,0
2019-08-13,586.0,432,0.0,0
2016-10-07,468.0,375,0.0,0
2016-10-07,468.0,482,0.0,0
2012-09-28,469.0,629,0.0,0
2013-02-01,469.0,327,0.0,0
2015-03-17,937.0,794,5.0,1
2018-11-06,586.0,465,0.0,0
2019-11-19,586.0,344,0.0,0
2020-02-18,703.0,673,0.0,0
2020-01-14,586.0,393,0.0,0
2020-04-21,586.0,517,0.0,0
2019-12-19,703.0,500,0.0,0
2019-10-15,586.0,408,0.0,0
2019-04-30,586.0,632,0.0,0
2019-05-31,586.0,574,0.0,0
2019-12-10,703.0,771,0.0,0
2016-09-01,352.0,646,0.0,0
2019-08-13,586.0,619,0.0,0
2014-02-04,352.0,666,0.0,0
2013-04-04,330.0,345,0.0,0
2012-11-30,352.0,617,0.0,0
2012-12-18,352.0,585,0.0,0
2012-11-15,469.0,602,0.0,0
2012-05-01,469.0,514,0.0,0
2013-02-25,166.0,125,0.0,0
2013-01-28,166.0,190,4.0,1
2012-07-23,601.0,410,0.0,0
2012-01-02,601.0,402,0.0,0
2020-08-18,702.0,327,0.0,0
2017-08-29,586.0,17,0.0,0
2017-08-07,352.0,182,0.0,0
2017-07-03,569.0,513,0.0,0
2017-07-11,836.0,676,4.5,2
2017-06-13,1131.0,823,0.0,0
2017-06-01,820.0,568,0.0,0
2017-03-21,561.0,177,0.0,0
2016-11-08,703.0,353,0.0,0
2016-12-27,820.0,414,0.0,0
2000-07-14,539.0,230,0.0,0
2016-12-13,1172.0,409,0.0,0
2020-12-16,267.0,343,0.0,0
2019-06-04,703.0,722,0.0,0
2015-08-10,668.0,550,4.0,1
2017-01-26,668.0,351,0.0,0
2019-10-22,586.0,417,0.0,0
2020-03-03,221.0,992,5.0,1
2019-08-13,703.0,579,0.0,0
2012-12-04,836.0,636,0.0,0
2019-10-22,586.0,420,0.0,0
2011-02-11,601.0,312,0.0,0
2010-10-21,601.0,498,0.0,0
2018-07-03,469.0,315,0.0,0
2018-06-05,586.0,313,0.0,0
2018-05-08,773.0,386,0.0,0
2017-01-26,501.0,283,0.0,0
2015-06-30,938.0,630,0.0,0
2019-02-19,586.0,360,0.0,0
2016-09-16,1172.0,426,0.0,0
2022-03-11,683.0,41,0.0,0
2020-01-28,703.0,667,4.5,5
2022-03-09,190.0,18,0.0,0
2020-01-14,820.0,771,5.0,1
2020-08-25,586.0,512,5.0,1
2019-07-02,586.0,510,5.0,1
2020-10-27,586.0,3099,5.0,1
2020-09-08,190.0,17,0.0,0
2021-07-23,164.0,2,0.0,0
2020-01-07,703.0,556,5.0,2
2014-07-15,836.0,801,4.0,1
2020-03-06,152.0,17,1.0,1
2016-11-09,668.0,482,0.0,0
2020-01-21,586.0,360,0.0,0
2014-06-24,668.0,416,0.0,0
2015-08-21,668.0,352,4.5,2
2020-09-08,266.0,23,0.0,0
2015-12-16,233.0,5,5.0,1
2021-06-10,164.0,58,0.0,0
2018-08-16,379.0,35,0.0,0
2021-03-05,99.0,54,0.0,0
2020-07-07,586.0,513,5.0,2
2019-11-05,703.0,531,5.0,3
2019-07-24,586.0,578,5.0,2
2019-05-14,586.0,587,5.0,1
2019-10-20,703.0,749,5.0,1
2020-06-30,586.0,522,5.0,1
2020-01-21,586.0,399,0.0,0
2020-01-21,586.0,590,0.0,0
2011-09-07,375.0,16,0.0,0
2013-11-11,601.0,497,0.0,0
2010-12-09,166.0,200,0.0,0
2011-12-15,351.0,43,0.0,0
2012-12-03,836.0,606,0.0,0
2010-12-14,351.0,315,0.0,0
2015-12-01,468.0,339,0.0,0
2011-01-28,601.0,434,0.0,0
2012-10-15,99.0,234,0.0,0
2016-10-07,501.0,276,0.0,0
2012-09-28,469.0,655,0.0,0
2016-12-01,501.0,191,0.0,0
2011-12-15,351.0,172,0.0,0
2018-02-22,382.0,149,0.0,0
2013-07-01,166.0,208,0.0,0
2011-12-15,351.0,187,0.0,0
2011-12-15,351.0,312,0.0,0
2011-12-15,351.0,132,0.0,0
2014-10-07,937.0,740,5.0,1
2015-01-27,1008.0,612,0.0,0
2020-06-12,200.0,381,0.0,0
2019-03-21,843.0,883,0.0,0
2019-06-04,703.0,674,0.0,0
2020-01-14,586.0,550,0.0,0
2017-10-26,569.0,515,4.5,36
2022-01-25,938.0,711,0.0,0
2021-07-27,820.0,1555,5.0,1
2022-03-29,586.0,446,0.0,0
2017-08-22,668.0,316,4.5,41
2021-06-15,1131.0,728,4.5,5
2022-02-28,703.0,774,0.0,0
2022-01-27,797.0,599,0.0,0
2020-05-12,703.0,807,5.0,1
2021-03-09,586.0,617,5.0,2
2022-01-11,586.0,499,0.0,0
2021-12-23,434.0,511,0.0,0
2021-12-14,586.0,514,0.0,0
2021-11-30,586.0,616,0.0,0
2019-05-28,703.0,911,0.0,0
2020-11-26,1328.0,660,5.0,1
2021-09-28,586.0,517,0.0,0
2021-08-31,586.0,509,0.0,0
2021-08-11,257.0,414,0.0,0
2021-11-09,1008.0,747,0.0,0
2020-08-25,586.0,658,0.0,0
2019-08-20,586.0,725,4.5,3
2018-12-20,468.0,516,0.0,0
2022-03-24,469.0,603,0.0,0
2014-12-22,668.0,504,0.0,0
2021-07-12,379.0,575,0.0,0
2018-09-25,586.0,425,5.0,1
2019-07-16,836.0,779,0.0,0
2018-11-01,721.0,667,0.0,0
2014-03-12,836.0,649,4.0,1
2008-09-04,1005.0,537,0.0,0
2013-01-11,668.0,594,0.0,0
2018-08-14,586.0,600,0.0,0
2021-05-21,836.0,606,0.0,0
2021-03-30,938.0,611,0.0,0
2013-03-11,836.0,615,0.0,0
2020-10-20,586.0,1092,5.0,1
2021-03-23,586.0,514,0.0,0
2021-02-09,586.0,395,5.0,1
2021-03-09,586.0,580,0.0,0
2019-06-25,836.0,800,0.0,0
2020-07-28,586.0,566,0.0,0
2020-06-23,586.0,565,0.0,0
2020-06-17,586.0,546,0.0,0
2020-05-19,586.0,584,0.0,0
2020-05-28,164.0,225,0.0,0
2020-05-12,586.0,606,0.0,0
2020-02-25,703.0,533,0.0,0
2019-07-23,836.0,865,0.0,0
2019-07-16,1005.0,1208,0.0,0
2018-11-29,721.0,608,0.0,0
2018-11-27,469.0,263,0.0,0
2013-01-25,585.0,336,0.0,0
2013-04-11,668.0,436,0.0,0
2013-03-29,668.0,537,0.0,0
2018-10-30,469.0,259,0.0,0
2018-10-09,721.0,684,0.0,0
2018-09-11,703.0,908,0.0,0
2018-07-24,703.0,778,0.0,0
2014-04-08,668.0,492,0.0,0
2014-04-08,668.0,574,0.0,0
2014-04-08,668.0,546,0.0,0
2018-06-26,586.0,576,0.0,0
2014-04-08,836.0,696,0.0,0
2014-04-08,836.0,644,0.0,0
2014-04-08,668.0,585,0.0,0
2014-04-08,836.0,600,0.0,0
2018-05-01,703.0,474,0.0,0
2014-04-08,668.0,500,0.0,0
2014-04-08,836.0,915,0.0,0
2015-11-10,234.0,546,0.0,0
2018-04-18,703.0,463,0.0,0
2018-08-01,713.0,442,0.0,0
2018-04-01,645.0,457,0.0,0
2018-03-16,820.0,511,0.0,0
2010-02-05,586.0,368,0.0,0
2018-03-12,820.0,517,0.0,0
2014-12-09,469.0,733,0.0,0
2018-02-13,891.0,780,0.0,0
2018-02-13,773.0,687,0.0,0
2013-10-22,668.0,519,0.0,0
2014-04-08,668.0,581,0.0,0
2013-10-22,668.0,626,0.0,0
2014-04-08,836.0,649,0.0,0
2013-10-22,668.0,534,0.0,0
2014-04-08,668.0,489,0.0,0
2018-02-27,703.0,470,0.0,0
2017-03-16,836.0,526,0.0,0
2020-05-07,949.0,715,0.0,0
2020-06-02,586.0,598,0.0,0
2020-02-04,586.0,368,0.0,0
2019-05-02,645.0,630,0.0,0
2020-06-16,773.0,406,0.0,0
2017-06-15,713.0,519,0.0,0
2017-01-26,1172.0,391,0.0,0
2021-01-07,351.0,372,0.0,0
2019-04-23,703.0,707,5.0,9
2019-11-19,836.0,696,5.0,9
2021-10-14,668.0,575,0.0,0
2022-01-18,668.0,549,0.0,0
2021-09-23,888.0,532,5.0,2
2022-02-22,703.0,625,0.0,0
2018-12-06,585.0,1218,5.0,2
2019-07-09,703.0,584,4.5,6
2021-03-22,668.0,574,0.0,0
2021-09-28,1055.0,1800,0.0,0
2021-05-20,668.0,556,0.0,0
2022-03-31,586.0,559,0.0,0
2022-03-29,1170.0,1235,0.0,0
2022-03-29,586.0,368,0.0,0
2022-03-29,703.0,491,0.0,0
2022-03-29,469.0,236,0.0,0
2022-03-29,820.0,489,0.0,0
2022-02-07,434.0,344,0.0,0
2021-11-24,836.0,639,0.0,0
2021-07-28,668.0,416,5.0,1
2021-10-29,668.0,536,4.5,2
2022-01-25,586.0,445,0.0,0
2022-01-28,703.0,707,0.0,0
2021-08-25,668.0,588,0.0,0
2022-03-15,586.0,422,0.0,0
2019-04-15,668.0,572,4.5,2
2022-02-14,300.0,298,0.0,0
2022-01-27,367.0,608,0.0,0
2022-02-08,586.0,487,0.0,0
2022-02-08,1172.0,944,0.0,0
2022-02-11,568.0,778,0.0,0
2021-11-02,844.0,509,0.0,0
2021-04-06,668.0,444,3.0,1
2021-05-03,668.0,493,0.0,0
2021-08-10,1340.0,793,0.0,0
2022-02-15,703.0,582,0.0,0
2019-09-03,500.0,824,5.0,1
2019-05-31,668.0,565,5.0,6
2020-02-25,703.0,706,0.0,0
2021-02-22,835.0,626,4.5,2
2019-02-19,586.0,508,4.0,2
2022-01-07,502.0,444,0.0,0
2021-12-20,233.0,131,0.0,0
2021-12-23,568.0,875,0.0,0
2022-01-12,501.0,549,0.0,0
2021-12-16,566.0,527,0.0,0
2021-11-17,668.0,342,0.0,0
2021-11-18,755.0,604,0.0,0
2021-06-02,668.0,495,0.0,0
2019-06-11,586.0,509,5.0,8
2022-01-18,586.0,461,0.0,0
2020-08-17,836.0,626,4.5,8
2018-12-12,703.0,753,5.0,2
2015-09-16,938.0,532,4.5,7
2021-10-14,490.0,436,0.0,0
2021-09-25,367.0,328,0.0,0
2021-09-25,367.0,272,0.0,0
2021-10-26,1172.0,444,0.0,0
2021-09-03,345.0,681,0.0,0
2021-08-13,568.0,727,0.0,0
2021-09-04,468.0,494,0.0,0
2021-08-06,703.0,860,0.0,0
2021-09-21,469.0,579,0.0,0
2022-03-08,586.0,392,0.0,0
2022-03-08,586.0,540,0.0,0
2022-03-08,586.0,478,0.0,0
2022-03-08,586.0,333,0.0,0
2022-02-28,568.0,431,0.0,0
2022-02-15,703.0,617,0.0,0
2021-10-19,233.0,27,0.0,0
2019-06-28,703.0,750,5.0,1
2020-09-28,668.0,598,0.0,0
2020-02-04,703.0,713,0.0,0
2019-08-20,703.0,498,0.0,0
2019-01-03,351.0,426,5.0,1
2018-03-27,703.0,720,5.0,3
2019-10-22,820.0,1066,5.0,2
2020-03-10,703.0,663,5.0,2
2019-10-08,668.0,441,0.0,0
2017-06-27,1008.0,649,0.0,0
2017-07-14,773.0,372,5.0,1
2020-09-22,537.0,237,0.0,0
2020-05-19,668.0,388,0.0,0
2021-07-15,490.0,480,0.0,0
2019-07-24,586.0,558,5.0,4
2017-01-10,668.0,535,0.0,0
2019-08-27,586.0,521,0.0,0
2021-04-06,668.0,564,0.0,0
2020-12-16,668.0,530,0.0,0
2021-02-01,836.0,600,0.0,0
2021-02-02,668.0,525,0.0,0
2021-01-26,233.0,145,3.0,1
2019-04-30,586.0,576,5.0,1
2021-06-08,668.0,533,0.0,0
2021-07-01,669.0,811,0.0,0
2021-07-01,703.0,626,0.0,0
2021-07-01,844.0,521,0.0,0
2020-03-10,586.0,677,5.0,1
2019-07-24,586.0,493,0.0,0
2019-01-31,468.0,519,0.0,0
2015-07-17,535.0,539,0.0,0
2019-02-05,469.0,321,0.0,0
2019-07-24,586.0,385,0.0,0
2020-05-12,703.0,813,0.0,0
2019-09-24,586.0,557,0.0,0
2017-12-01,668.0,343,0.0,0
2017-12-05,938.0,570,0.0,0
2020-04-30,836.0,602,5.0,2
2020-01-07,586.0,451,0.0,0
2020-01-07,703.0,565,0.0,0
2019-07-30,586.0,664,5.0,1
2019-02-26,586.0,468,0.0,0
2018-12-13,468.0,378,0.0,0
2014-03-06,836.0,706,0.0,0
2013-10-14,166.0,268,0.0,0
2018-05-08,668.0,415,0.0,0
2017-12-01,668.0,385,0.0,0
2017-11-30,668.0,306,0.0,0
2017-12-01,668.0,305,0.0,0
2017-12-07,836.0,660,5.0,1
2017-10-24,501.0,212,2.0,1
2017-01-30,501.0,211,0.0,0
2019-06-04,586.0,532,0.0,0
2020-03-11,668.0,505,5.0,5
2017-10-24,703.0,312,0.0,0
2019-07-24,586.0,588,0.0,0
2017-03-04,668.0,405,5.0,1
2019-07-16,586.0,612,0.0,0
2021-02-28,668.0,497,0.0,0
2020-11-13,668.0,540,0.0,0
2020-11-04,668.0,582,0.0,0
2021-06-03,568.0,393,0.0,0
2021-06-08,434.0,369,0.0,0
2021-03-29,367.0,141,0.0,0
2018-06-12,586.0,494,5.0,1
2020-01-08,668.0,466,4.5,3
2019-02-21,668.0,528,4.5,5
2019-09-30,468.0,339,0.0,0
2018-05-08,703.0,702,5.0,6
2018-04-17,586.0,606,5.0,1
2020-05-26,586.0,526,4.5,2
2020-06-12,836.0,607,0.0,0
2020-07-27,668.0,562,5.0,1
2020-10-13,1005.0,438,4.0,1
2020-12-02,835.0,593,3.0,1
2020-04-09,668.0,518,3.5,2
2021-02-01,703.0,693,0.0,0
2020-09-03,668.0,539,0.0,0
2019-04-16,181.0,681,0.0,0
2019-08-13,668.0,592,5.0,1
2019-07-11,836.0,634,5.0,2
2019-03-14,836.0,930,4.0,1
2018-03-27,586.0,543,0.0,0
2020-04-21,1172.0,455,4.0,1
2019-07-30,703.0,712,5.0,1
2019-03-26,836.0,646,4.5,2
2019-03-29,586.0,454,5.0,1
2019-03-18,668.0,523,0.0,0
2018-01-26,668.0,384,0.0,0
2019-05-07,586.0,437,0.0,0
2019-06-18,586.0,595,5.0,3
2019-12-03,586.0,446,5.0,1
2020-08-15,586.0,412,4.0,1
2020-04-30,668.0,547,0.0,0
2020-04-14,586.0,498,0.0,0
2020-03-03,586.0,438,0.0,0
2020-01-14,836.0,727,0.0,0
2019-10-15,668.0,549,5.0,2
2019-08-20,586.0,411,5.0,2
2019-07-04,668.0,428,1.0,1
2019-06-18,586.0,408,4.0,1
2019-06-04,668.0,464,0.0,0
2019-05-14,668.0,424,5.0,2
2019-05-28,703.0,732,5.0,1
2019-05-21,586.0,353,0.0,0
2019-04-17,836.0,634,3.0,1
2019-05-02,351.0,425,4.0,2
2018-06-05,1055.0,914,5.0,1
2016-06-07,668.0,382,4.0,2
2018-05-01,820.0,1163,5.0,1
2018-01-26,668.0,387,0.0,0
2020-04-14,703.0,604,5.0,1
2019-08-27,586.0,486,5.0,1
2018-09-19,586.0,487,0.0,0
2019-08-27,586.0,337,0.0,0
2019-09-24,586.0,446,0.0,0
2017-02-21,891.0,706,4.5,2
2017-02-21,820.0,334,3.0,1
2017-08-29,668.0,392,3.0,1
2017-07-20,1055.0,752,0.0,0
2017-07-11,820.0,338,0.0,0
2017-06-20,836.0,737,0.0,0
2017-06-20,938.0,595,0.0,0
2017-05-09,820.0,480,5.0,1
2020-06-05,668.0,498,0.0,0
2020-10-06,586.0,334,0.0,0
2020-12-01,645.0,636,0.0,0
2020-09-29,586.0,636,0.0,0
2020-07-14,703.0,656,0.0,0
2020-06-23,703.0,647,4.0,1
2020-06-10,586.0,483,0.0,0
2020-06-10,586.0,437,0.0,0
2020-05-29,586.0,427,0.0,0
2020-05-12,586.0,523,0.0,0
2020-04-21,586.0,640,0.0,0
2020-04-07,703.0,831,0.0,0
2020-03-10,586.0,463,0.0,0
2020-03-24,586.0,458,0.0,0
2020-02-27,468.0,330,0.0,0
2020-03-10,586.0,342,0.0,0
2020-02-18,820.0,537,0.0,0
2020-01-28,703.0,665,5.0,2
2020-01-08,836.0,608,4.5,2
2019-12-19,586.0,535,0.0,0
2019-12-19,586.0,513,0.0,0
2019-11-04,1172.0,329,0.0,0
2019-10-30,586.0,369,0.0,0
2019-10-22,586.0,571,0.0,0
2019-10-15,586.0,563,0.0,0
2019-10-08,586.0,598,5.0,2
2019-09-23,668.0,519,5.0,1
2019-09-17,1003.0,996,0.0,0
2019-09-30,586.0,386,0.0,0
2019-09-24,703.0,620,0.0,0
2019-09-10,703.0,539,0.0,0
2019-09-12,468.0,457,0.0,0
2019-09-26,468.0,514,0.0,0
2019-08-27,586.0,656,0.0,0
2019-08-09,668.0,537,5.0,1
2019-08-28,703.0,611,0.0,0
2019-07-30,703.0,680,0.0,0
2019-07-30,668.0,408,0.0,0
2019-07-16,586.0,384,0.0,0
2019-07-02,586.0,568,0.0,0
2019-06-27,468.0,338,0.0,0
2019-07-02,586.0,387,0.0,0
2019-06-25,586.0,596,0.0,0
2019-06-25,586.0,386,0.0,0
2019-06-18,586.0,493,0.0,0
2019-06-11,586.0,493,0.0,0
2019-05-24,668.0,440,0.0,0
2019-07-05,585.0,629,0.0,0
2019-06-18,668.0,439,0.0,0
2019-06-04,668.0,603,5.0,1
2019-06-04,668.0,509,5.0,1
2019-06-04,836.0,614,4.0,1
2019-06-04,668.0,578,5.0,1
2019-05-14,668.0,394,5.0,1
2019-05-21,703.0,697,5.0,1
2019-06-11,837.0,384,0.0,0
2019-05-14,836.0,620,0.0,0
2019-04-25,468.0,454,0.0,0
2019-04-17,668.0,562,5.0,1
2019-04-30,586.0,350,0.0,0
2019-04-30,586.0,591,0.0,0
2019-04-08,668.0,494,0.0,0
2019-04-04,468.0,522,0.0,0
2019-04-04,468.0,407,0.0,0
2019-04-04,468.0,243,0.0,0
2019-04-18,468.0,369,0.0,0
2019-04-11,468.0,418,0.0,0
2019-03-14,468.0,749,0.0,0
2019-03-29,703.0,704,0.0,0
2019-03-26,703.0,745,0.0,0
2019-03-26,501.0,263,0.0,0
2019-04-23,837.0,401,0.0,0
2019-02-19,334.0,685,0.0,0
2019-02-12,586.0,554,0.0,0
2019-02-28,351.0,332,5.0,1
2019-02-28,468.0,380,1.0,1
2019-01-24,351.0,318,5.0,1
2019-01-24,468.0,615,0.0,0
2019-02-12,668.0,447,5.0,1
2019-01-18,267.0,653,0.0,0
2018-12-20,585.0,754,0.0,0
2018-12-06,468.0,378,0.0,0
2018-12-12,586.0,544,0.0,0
2018-11-08,351.0,319,0.0,0
2018-11-01,468.0,362,0.0,0
2013-09-16,601.0,226,0.0,0
2012-12-26,668.0,396,0.0,0
